         200
         5000066002250          66           5       6948.6667
         7000169000029         169           7       3068.5000
         7014845000254       14845           7       43720.148
        13000160000029         160          13       12821.529
        16000029001194          29          16       74256.074
        17000038003187          38          17       573.63636
        18001218000616        1218          18       18591.476
        18002015000029        2015          18       18591.476
        20008395000029        8395          20       29953.087
        23003343000029        3343          23       573.63636
        23006405000029        6405          23       74256.074
        29000185000249         185          29       18591.476
        29000204000176         204          29       18591.476
        29000561000029         561          29       18591.476
        31000098006837          98          31       43720.148
        33012709002199       12709          33       3068.5000
        34011485000029       11485          34       29953.087
        34014918000029       14918          34       255022.08
        36000001002601           1          36       7861.0667
        39009265012127        9265          39       3068.5000
        40008123005923        8123          40       2937122.0
        41010073000297       10073          41       18591.476
        43001267005048        1267          43       2080.5714
        43001315000877        1315          43       29953.087
        43007455000029        7455          43       255022.08
        53000087006790          87          53       74256.074
        54020831000029       20831          54       302.62500
        56013137000029       13137          56       74256.074
        59000116000029         116          59       94.000000
        59003242000029        3242          59       74256.074
        63014002000029       14002          63       74256.074
        67016205000029       16205          67       43720.148
        68000006014532           6          68       7861.0667
        68000281000029         281          68       12821.529
        73000059006453          59          73       302.62500
        78019529000095       19529          78       573.63636
        86022441000029       22441          86       43720.148
        89003400000029        3400          89       184.00000
        93000173000426         173          93       7861.0667
        95000115011937         115          95       6948.6667
        98018507000029       18507          98       255022.08
       101000109011088         109         101       18591.476
       101020496001448       20496         101       6948.6667
       102000071000029          71         102       573.63636
       104020771000029       20771         104       43720.148
       113014585000029       14585         113       255022.08
       116000049053863          49         116       7861.0667
       118000773000073         773         118       74256.074
       118021459002987       21459         118       74256.074
       119000040001352          40         119       7861.0667
       123001725000029        1725         123       74256.074
       126000088004022          88         126       255022.08
       126000088015924          88         126       6948.6667
       126004755000029        4755         126       29953.087
       128008182001785        8182         128       3068.5000
       130019845000144       19845         130       184.00000
       134007602108273        7602         134       18591.476
       136000057036676          57         136       74256.074
       136002059001927        2059         136       3068.5000
       137000034007127          34         137       18591.476
       144009947003944        9947         144       302.62500
       148000075000971          75         148       12821.529
       150000566000204         566         150       43720.148
       153016963000029       16963         153       43720.148
       155000267000029         267         155       12821.529
       162001454000029        1454         162       43720.148
       163000654000067         654         163       74256.074
       166000004000029           4         166       43720.148
       166000007000383           7         166       3068.5000
       166007238000140        7238         166       18591.476
       169000110000444         110         169       18591.476
       174000131003465         131         174       43720.148
       176000046000029          46         176       2080.5714
       179000098000029          98         179       302.62500
       180000107001222         107         180       74256.074
       181000082028137          82         181       7861.0667
       186014868000250       14868         186       12821.529
       188004797000029        4797         188       29953.087
       189001550000421        1550         189       18591.476
       190004846000029        4846         190       18591.476
       190006823000029        6823         190       74256.074
       193000098000029          98         193       2080.5714
