          69
     40000000000000014           0          40       19.200000
     40000006000008483           6          40       5857.6000
     40000036000001302          36          40       4075.8857
     41000000000587094           0          41       5857.6000
     41000000000000014           0          41       19.200000
     42000000000478471           0          42       76.800000
     42000007000004519           7          42       2012.1600
     43000012000000014          12          43       955.73333
     43000029000001548          29          43       4075.8857
     44000000001064096           0          44       2012.1600
     44000000000408068           0          44       955.73333
     44000000000000014           0          44       19.200000
     45000169000000014         169          45       7804.1600
     45000237000000014         237          45       7804.1600
     46000009000000014           9          46       2012.1600
     46000040000000014          40          46       4075.8857
     47000048000000014          48          47       4075.8857
     47000191000000014         191          47       7804.1600
     48000000000000014           0          48       19.200000
     48000108000000014         108          48       5857.6000
     49000000000000014           0          49       19.200000
     49000004000011380           4          49       1784.8889
     49000005000000014           5          49       648.53333
     50000000000000014           0          50       19.200000
     50000169000000014         169          50       7804.1600
     51000000000335843           0          51       899.20000
     51000093000000014          93          51       7804.1600
     52000023000000014          23          52       1784.8889
     53000008000000014           8          53       899.20000
     53000033000000014          33          53       1784.8889
     53000196000000014         196          53       7804.1600
     54000000000000014           0          54       76.800000
     54000028000000014          28          54       1784.8889
     55000000000160725           0          55       648.53333
     55000027000000014          27          55       1784.8889
     58000023000000014          23          58       2012.1600
     59000000000036642           0          59       5857.6000
     59000000000000014           0          59       76.800000
     59000086000000014          86          59       5857.6000
     61000015000000014          15          61       1784.8889
     62000211000000014         211          62       7804.1600
     63000000000151788           0          63       582.40000
     63000000000179415           0          63       955.73333
     64000034000000014          34          64       1784.8889
     66000000000165546           0          66       7804.1600
     66000009000000014           9          66       955.73333
     66000026000000014          26          66       2012.1600
     66000029000000014          29          66       1784.8889
     67000001000000014           1          67       985.60000
     67000078000000014          78          67       5857.6000
     68000006000005140           6          68       899.20000
     68000027000000014          27          68       1784.8889
     69000141000000014         141          69       7804.1600
     70000127000000014         127          70       5857.6000
     71000000000274223           0          71       899.20000
     72000000000000014           0          72       134.40000
     74000140000000014         140          74       5857.6000
     75000011000000014          11          75       955.73333
     75000249000000014         249          75       7804.1600
     76000000000260828           0          76       358.40000
     77000000000000014           0          77       76.800000
     77000062000000014          62          77       4075.8857
     78000000000118209           0          78       134.40000
     78000000000197033           0          78       648.53333
     79000046000000014          46          79       4075.8857
     79000079000000014          79          79       4075.8857
     80000000000000014           0          80       76.800000
     80000002000000014           2          80       582.40000
     80000012000000014          12          80       955.73333
